source,target,source_type,target_type,chemical_weight,gap_weight,edge_type
SAADL,SABD,I,M,2.0,0.0,chemical
SAADL,SIBVR,I,M,1.0,0.0,chemical
SAADL,SMBDL,I,M,0.0,3.0,gap
SAADR,PLNR,I,S,1.0,0.0,chemical
SAADR,OLLL,I,S,3.0,0.0,chemical
SAADR,RMGL,I,I,1.0,0.0,chemical
SAADR,AIBL,I,I,1.0,0.0,chemical
SAADR,AIBR,I,I,1.0,0.0,chemical
SAADR,RIML,I,I,14.0,0.0,chemical
SAADR,RIMR,I,I,23.0,0.0,chemical
SAADR,RMFL,I,I,5.0,1.0,both
SAADR,RMFR,I,I,1.0,0.0,chemical
SAADR,AVAL,I,I,1.0,0.0,chemical
SAADR,AVAR,I,I,26.0,0.0,chemical
SAADR,SABD,I,M,2.0,0.0,chemical
SAADR,SMDVL,I,M,5.0,0.0,chemical
SAADR,SMBDR,I,M,2.0,0.0,chemical
SAADR,SMBVR,I,M,1.0,0.0,chemical
SAADR,RMDDR,I,M,0.0,1.0,gap
SAADR,RIVL,I,M,0.0,2.0,gap
SAAVL,OLLR,I,S,1.0,0.0,chemical
SAAVL,AIBL,I,I,1.0,0.0,chemical
SAAVL,RIML,I,I,5.0,0.0,chemical
SAAVL,RIMR,I,I,33.0,0.0,chemical
SAAVL,RMFR,I,I,11.0,0.0,chemical
SAAVL,AVAL,I,I,56.0,0.0,chemical
SAAVL,SABD,I,M,1.0,0.0,chemical
SAAVL,SMDDR,I,M,18.0,0.0,chemical
SAAVL,SMDVL,I,M,1.0,8.0,both
SAAVL,SMBDR,I,M,2.0,2.0,both
SAAVL,SAAVR,I,I,0.0,1.0,gap
SAAVL,RMDVL,I,M,0.0,3.0,gap
SAAVL,SMBVR,I,M,0.0,17.0,gap
SAAVR,ASIR,I,S,1.0,0.0,chemical
SAAVR,ALNR,I,S,1.0,0.0,chemical
SAAVR,IL1DL,I,S,12.0,0.0,chemical
SAAVR,AIBR,I,I,1.0,0.0,chemical
SAAVR,SAAVR,I,I,1.0,0.0,chemical
SAAVR,RIAR,I,I,1.0,1.0,both
SAAVR,RIML,I,I,12.0,0.0,chemical
SAAVR,RIMR,I,I,7.0,0.0,chemical
SAAVR,AVBL,I,I,1.0,0.0,chemical
SAAVR,AVAR,I,I,39.0,1.0,both
SAAVR,RIPL,I,I,12.0,0.0,chemical
SAAVR,RMEV,I,M,1.0,0.0,chemical
SAAVR,SMDDL,I,M,17.0,4.0,both
SAAVR,SMBDL,I,M,1.0,1.0,both
SAAVR,RMFL,I,I,0.0,1.0,gap
SAAVR,RMDVR,I,M,0.0,9.0,gap
SAAVR,SMBVL,I,M,0.0,16.0,gap
SAAVR,VB01,I,M,0.0,1.0,gap
AVKL,AVM,I,S,2.0,0.0,chemical
AVKL,DVA,I,S,1.0,0.0,chemical
AVKL,PDEL,I,S,2.0,0.0,chemical
AVKL,PDER,I,S,1.0,0.0,chemical
AVKL,SAADL,I,I,1.0,0.0,chemical
AVKL,SAADR,I,I,3.0,0.0,chemical
AVKL,RIML,I,I,3.0,0.0,chemical
AVKL,RIMR,I,I,2.0,0.0,chemical
AVKL,AVEL,I,I,4.0,0.0,chemical
AVKL,AVER,I,I,2.0,0.0,chemical
AVKL,RMFL,I,I,2.0,0.0,chemical
AVKL,AVBL,I,I,2.0,0.0,chemical
AVKL,RMDL,I,M,1.0,0.0,chemical
AVKL,RIVL,I,M,5.0,0.0,chemical
AVKL,SIBDR,I,M,2.0,0.0,chemical
AVKL,SIAVR,I,M,2.0,0.0,chemical
AVKL,VB01,I,M,3.0,0.0,chemical
AVKL,AVKR,I,I,0.0,9.0,gap
AVKL,PVT,I,I,0.0,5.0,gap
AVKL,AVL,I,I,0.0,3.0,gap
AVKL,SMBDL,I,M,0.0,2.0,gap
AVKL,SMBDR,I,M,0.0,2.0,gap
AVKL,SMBVL,I,M,0.0,6.0,gap
AVKL,SMBVR,I,M,0.0,2.0,gap
AVKL,AS10,I,M,0.0,1.0,gap
AVKL,AS11,I,M,0.0,1.0,gap
AVKL,VB10,I,M,0.0,1.0,gap
AVKL,VB11,I,M,0.0,1.0,gap
AVKR,PVM,I,S,2.0,0.0,chemical
AVKR,PVQL,I,I,1.0,0.0,chemical
AVKR,BDUL,I,I,3.0,0.0,chemical
AVKR,PVPL,I,I,1.0,0.0,chemical
AVKR,RIGL,I,I,1.0,0.0,chemical
AVKR,RMGL,I,I,2.0,0.0,chemical
AVKR,SAADL,I,I,2.0,0.0,chemical
AVKR,AVKL,I,I,3.0,0.0,chemical
AVKR,RIML,I,I,5.0,0.0,chemical
AVKR,RIMR,I,I,3.0,1.0,both
AVKR,RMFL,I,I,2.0,0.0,chemical
AVKR,RMDL,I,M,1.0,0.0,chemical
AVKR,RMDR,I,M,2.0,0.0,chemical
AVKR,RMHR,I,M,1.0,0.0,chemical
AVKR,SMDDR,I,M,3.0,0.0,chemical
AVKR,SMDVR,I,M,1.0,0.0,chemical
AVKR,SMBDL,I,M,3.0,1.0,both
AVKR,SIADL,I,M,3.0,0.0,chemical
AVKR,PVT,I,I,0.0,1.0,gap
AVKR,AVER,I,I,0.0,1.0,gap
AVKR,SMBDR,I,M,0.0,9.0,gap
AVKR,SMBVR,I,M,0.0,6.0,gap
DVC,PVDR,I,S,1.0,0.0,chemical
DVC,RIBL,I,I,2.0,0.0,chemical
DVC,RIBR,I,I,6.0,0.0,chemical
DVC,RIGL,I,I,16.0,0.0,chemical
DVC,RIGR,I,I,13.0,0.0,chemical
DVC,AIBL,I,I,3.0,0.0,chemical
DVC,AIBR,I,I,3.0,0.0,chemical
DVC,AVKL,I,I,2.0,0.0,chemical
DVC,PVT,I,I,1.0,11.0,both
DVC,RMFL,I,I,14.0,0.0,chemical
DVC,RMFR,I,I,9.0,0.0,chemical
DVC,AVBL,I,I,1.0,0.0,chemical
DVC,AVAL,I,I,14.0,0.0,chemical
DVC,AVAR,I,I,16.0,0.0,chemical
DVC,URAVL,I,M,1.0,0.0,chemical
DVC,RIVR,I,M,2.0,0.0,chemical
DVC,VD09,I,M,2.0,0.0,chemical
DVC,AVL,I,I,0.0,22.0,gap
DVC,DD06,I,M,0.0,1.0,gap
DVC,VD01,I,M,0.0,2.0,gap
DVC,VD11,I,M,0.0,1.0,gap
DVC,VD13,I,M,0.0,1.0,gap
AVJL,ASHR,I,S,1.0,0.0,chemical
AVJL,AINL,I,I,1.0,0.0,chemical
AVJL,RIS,I,I,1.0,0.0,chemical
AVJL,RIFR,I,I,1.0,0.0,chemical
AVJL,AVHL,I,I,3.0,0.0,chemical
AVJL,PVNR,I,I,4.0,0.0,chemical
AVJL,AVJR,I,I,1.0,10.0,both
AVJL,AVDL,I,I,1.0,0.0,chemical
AVJL,AVEL,I,I,1.0,0.0,chemical
AVJL,AVBL,I,I,5.0,0.0,chemical
AVJL,AVBR,I,I,6.0,0.0,chemical
AVJL,AVAR,I,I,1.0,0.0,chemical
AVJL,PVCL,I,I,5.0,3.0,both
AVJL,PVCR,I,I,1.0,19.0,both
AVJL,SABD,I,M,1.0,0.0,chemical
AVJL,PVT,I,I,0.0,1.0,gap
AVJL,AVDR,I,I,0.0,6.0,gap
AVJL,PVWL,I,I,0.0,3.0,gap
AVJL,PVWR,I,I,0.0,5.0,gap
AVJL,AVAL,I,I,0.0,7.0,gap
AVJL,PDB,I,M,0.0,2.0,gap
AVJR,ALML,I,S,3.0,0.0,chemical
AVJR,AVM,I,S,1.0,0.0,chemical
AVJR,FLPR,I,S,2.0,0.0,chemical
AVJR,PVQR,I,I,1.0,0.0,chemical
AVJR,AVFR,I,I,1.0,0.0,chemical
AVJR,AVJL,I,I,1.0,0.0,chemical
AVJR,AVDL,I,I,1.0,1.0,both
AVJR,AVDR,I,I,7.0,0.0,chemical
AVJR,AVER,I,I,3.0,0.0,chemical
AVJR,RID,I,I,2.0,0.0,chemical
AVJR,AVBL,I,I,10.0,0.0,chemical
AVJR,AVBR,I,I,2.0,0.0,chemical
AVJR,AVAL,I,I,4.0,4.0,both
AVJR,AVAR,I,I,5.0,3.0,both
AVJR,PVCL,I,I,5.0,3.0,both
AVJR,PVCR,I,I,7.0,1.0,both
AVJR,SABVL,I,M,3.0,0.0,chemical
PVT,RIH,I,I,2.0,0.0,chemical
PVT,RIS,I,I,1.0,0.0,chemical
PVT,RIGL,I,I,1.0,0.0,chemical
PVT,RIGR,I,I,6.0,0.0,chemical
PVT,AIBL,I,I,5.0,0.0,chemical
PVT,AIBR,I,I,10.0,0.0,chemical
PVT,AVKL,I,I,7.0,0.0,chemical
PVT,AVKR,I,I,8.0,0.0,chemical
PVT,DVC,I,I,3.0,0.0,chemical
PVT,AVL,I,I,3.0,6.0,both
PVT,RMFL,I,I,3.0,0.0,chemical
PVT,RMFR,I,I,7.0,0.0,chemical
PVT,RMEV,I,M,4.0,1.0,both
PVT,AVDL,I,I,0.0,1.0,gap
PVT,PVWR,I,I,0.0,2.0,gap
PVT,AVAR,I,I,0.0,2.0,gap
PVT,PVCR,I,I,0.0,4.0,gap
PVT,URAVL,I,M,0.0,1.0,gap
PVT,DD06,I,M,0.0,3.0,gap
PVT,VD11,I,M,0.0,3.0,gap
PVT,VD12,I,M,0.0,4.0,gap
PVT,VD13,I,M,0.0,17.0,gap
AVDL,LUAL,I,I,2.0,0.0,chemical
AVDL,DVC,I,I,2.0,0.0,chemical
AVDL,AVJL,I,I,1.0,0.0,chemical
AVDL,AVDR,I,I,5.0,6.0,both
AVDL,AVEL,I,I,5.0,0.0,chemical
AVDL,AVAL,I,I,37.0,7.0,both
AVDL,AVAR,I,I,37.0,2.0,both
AVDL,PVCL,I,I,1.0,0.0,chemical
AVDL,SABD,I,M,5.0,0.0,chemical
AVDL,SABVL,I,M,2.0,0.0,chemical
AVDL,SABVR,I,M,5.0,0.0,chemical
AVDL,DA01,I,M,4.0,0.0,chemical
AVDL,DA02,I,M,2.0,0.0,chemical
AVDL,DA03,I,M,9.0,0.0,chemical
AVDL,DA04,I,M,3.0,0.0,chemical
AVDL,DA05,I,M,1.0,0.0,chemical
AVDL,DA08,I,M,2.0,0.0,chemical
AVDL,AS04,I,M,2.0,0.0,chemical
AVDL,AS10,I,M,1.0,0.0,chemical
AVDL,AS11,I,M,4.0,0.0,chemical
AVDL,VA01,I,M,2.0,0.0,chemical
AVDL,VA03,I,M,3.0,0.0,chemical
AVDL,VA05,I,M,1.0,0.0,chemical
AVDL,VA10,I,M,2.0,1.0,both
AVDL,VA12,I,M,1.0,0.0,chemical
AVDR,PQR,I,S,3.0,0.0,chemical
AVDR,ALA,I,I,1.0,0.0,chemical
AVDR,LUAL,I,I,3.0,0.0,chemical
AVDR,DVC,I,I,4.0,0.0,chemical
AVDR,AVJR,I,I,1.0,0.0,chemical
AVDR,AVDL,I,I,3.0,0.0,chemical
AVDR,AVER,I,I,2.0,0.0,chemical
AVDR,AVBL,I,I,1.0,0.0,chemical
AVDR,AVAL,I,I,41.0,9.0,both
AVDR,AVAR,I,I,52.0,15.0,both
AVDR,PVCR,I,I,2.0,2.0,both
AVDR,SABD,I,M,1.0,0.0,chemical
AVDR,SABVL,I,M,5.0,0.0,chemical
AVDR,SABVR,I,M,1.0,0.0,chemical
AVDR,DA01,I,M,5.0,0.0,chemical
AVDR,DA02,I,M,5.0,0.0,chemical
AVDR,DA03,I,M,3.0,0.0,chemical
AVDR,DA04,I,M,2.0,0.0,chemical
AVDR,DA05,I,M,3.0,0.0,chemical
AVDR,DA06,I,M,1.0,0.0,chemical
AVDR,DA08,I,M,1.0,0.0,chemical
AVDR,DA09,I,M,1.0,0.0,chemical
AVDR,DB01,I,M,1.0,0.0,chemical
AVDR,DB04,I,M,1.0,0.0,chemical
AVDR,AS10,I,M,2.0,0.0,chemical
AVDR,AS11,I,M,3.0,0.0,chemical
AVDR,VA02,I,M,1.0,0.0,chemical
AVDR,VA03,I,M,2.0,0.0,chemical
AVDR,VA05,I,M,3.0,0.0,chemical
AVDR,VA11,I,M,1.0,0.0,chemical
AVDR,PVWR,I,I,0.0,1.0,gap
AVDR,SIBDL,I,M,0.0,1.0,gap
AVDR,SIADL,I,M,0.0,1.0,gap
AVL,RIS,I,I,1.0,0.0,chemical
AVL,PVPR,I,I,2.0,0.0,chemical
AVL,DVB,I,I,1.0,0.0,chemical
AVL,AVKR,I,I,2.0,0.0,chemical
AVL,DVC,I,I,2.0,0.0,chemical
AVL,PVWL,I,I,1.0,0.0,chemical
AVL,RIMR,I,I,2.0,0.0,chemical
AVL,AVEL,I,I,3.0,1.0,both
AVL,SABD,I,M,9.0,0.0,chemical
AVL,SABVL,I,M,9.0,0.0,chemical
AVL,SABVR,I,M,6.0,0.0,chemical
AVL,DD01,I,M,4.0,0.0,chemical
AVL,DD06,I,M,1.0,28.0,both
AVL,VD12,I,M,3.0,2.0,both
AVL,PVWR,I,I,0.0,3.0,gap
AVL,DA09,I,M,0.0,4.0,gap
AVL,PDA,I,M,0.0,3.0,gap
AVL,VD11,I,M,0.0,1.0,gap
AVL,VD13,I,M,0.0,5.0,gap
PVWL,AVJL,I,I,1.0,0.0,chemical
PVWL,PVT,I,I,1.0,0.0,chemical
PVWL,PVWR,I,I,1.0,2.0,both
PVWL,PVCL,I,I,1.0,4.0,both
PVWL,PVCR,I,I,1.0,10.0,both
PVWL,VD12,I,M,1.0,0.0,chemical
PVWL,VD13,I,M,0.0,1.0,gap
PVWR,LUAR,I,I,1.0,0.0,chemical
PVWR,PVT,I,I,2.0,0.0,chemical
PVWR,AVDR,I,I,2.0,0.0,chemical
PVWR,AVL,I,I,1.0,0.0,chemical
PVWR,AVAR,I,I,1.0,2.0,both
PVWR,PVCR,I,I,1.0,10.0,both
PVWR,VA12,I,M,1.0,0.0,chemical
PVWR,VD13,I,M,0.0,2.0,gap
RIAL,BAGR,I,S,2.0,0.0,chemical
RIAL,URXL,I,S,2.0,0.0,chemical
RIAL,AQR,I,S,4.0,0.0,chemical
RIAL,CEPDL,I,S,1.0,0.0,chemical
RIAL,RIR,I,I,3.0,0.0,chemical
RIAL,AIZL,I,I,1.0,0.0,chemical
RIAL,RIBL,I,I,2.0,0.0,chemical
RIAL,SAADL,I,I,1.0,0.0,chemical
RIAL,RIAR,I,I,23.0,0.0,chemical
RIAL,RIML,I,I,2.0,0.0,chemical
RIAL,RIMR,I,I,2.0,0.0,chemical
RIAL,AVAL,I,I,2.0,0.0,chemical
RIAL,RMDDL,I,M,48.0,0.0,chemical
RIAL,RMDDR,I,M,35.0,0.0,chemical
RIAL,RMDL,I,M,26.0,0.0,chemical
RIAL,RMDR,I,M,17.0,0.0,chemical
RIAL,RMDVL,I,M,48.0,0.0,chemical
RIAL,RMDVR,I,M,48.0,0.0,chemical
RIAL,RIVL,I,M,8.0,0.0,chemical
RIAL,RIVR,I,M,12.0,0.0,chemical
RIAL,SMDDL,I,M,22.0,0.0,chemical
RIAL,SMDDR,I,M,33.0,0.0,chemical
RIAL,SMDVL,I,M,14.0,4.0,both
RIAL,SMDVR,I,M,32.0,0.0,chemical
RIAL,SMBDR,I,M,7.0,0.0,chemical
RIAL,SIADL,I,M,3.0,0.0,chemical
RIAL,SIAVR,I,M,2.0,0.0,chemical
RIAR,ADFR,I,S,2.0,0.0,chemical
RIAR,CEPVL,I,S,1.0,0.0,chemical
RIAR,CEPVR,I,S,1.0,0.0,chemical
RIAR,IL1R,I,S,2.0,0.0,chemical
RIAR,AUAR,I,I,2.0,0.0,chemical
RIAR,RIBR,I,I,1.0,0.0,chemical
RIAR,SAADR,I,I,1.0,0.0,chemical
RIAR,RIAL,I,I,38.0,0.0,chemical
RIAR,RIAR,I,I,3.0,0.0,chemical
RIAR,AVAR,I,I,2.0,0.0,chemical
RIAR,RMDDL,I,M,48.0,1.0,both
RIAR,RMDDR,I,M,53.0,1.0,both
RIAR,RMDL,I,M,9.0,0.0,chemical
RIAR,RMDR,I,M,35.0,0.0,chemical
RIAR,RMDVL,I,M,57.0,0.0,chemical
RIAR,RMDVR,I,M,47.0,0.0,chemical
RIAR,RIVL,I,M,3.0,0.0,chemical
RIAR,RIVR,I,M,3.0,0.0,chemical
RIAR,SMDDL,I,M,32.0,1.0,both
RIAR,SMDDR,I,M,26.0,0.0,chemical
RIAR,SMDVL,I,M,43.0,0.0,chemical
RIAR,SMDVR,I,M,26.0,1.0,both
RIAR,SMBDR,I,M,2.0,0.0,chemical
RIAR,SMBVR,I,M,2.0,0.0,chemical
RIAR,SIADR,I,M,4.0,0.0,chemical
RIAR,SIAVL,I,M,7.0,1.0,both
RIAR,SIAVR,I,M,0.0,1.0,gap
RIML,RIBL,I,I,9.0,0.0,chemical
RIML,AIBL,I,I,1.0,0.0,chemical
RIML,AIBR,I,I,22.0,0.0,chemical
RIML,RICR,I,I,1.0,0.0,chemical
RIML,SAADL,I,I,1.0,0.0,chemical
RIML,SAADR,I,I,4.0,0.0,chemical
RIML,SAAVL,I,I,10.0,0.0,chemical
RIML,SAAVR,I,I,10.0,0.0,chemical
RIML,AVKR,I,I,1.0,0.0,chemical
RIML,RIAL,I,I,3.0,0.0,chemical
RIML,RIML,I,I,11.0,0.0,chemical
RIML,RIMR,I,I,2.0,0.0,chemical
RIML,AVER,I,I,5.0,9.0,both
RIML,RMFL,I,I,2.0,3.0,both
RIML,RMFR,I,I,2.0,0.0,chemical
RIML,AVBL,I,I,9.0,0.0,chemical
RIML,AVBR,I,I,11.0,0.0,chemical
RIML,AVAL,I,I,5.0,0.0,chemical
RIML,AVAR,I,I,2.0,8.0,both
RIML,RMDL,I,M,9.0,1.0,both
RIML,RMDR,I,M,21.0,0.0,chemical
RIML,SMDDL,I,M,11.0,0.0,chemical
RIML,SMDDR,I,M,14.0,0.0,chemical
RIML,SMDVL,I,M,11.0,0.0,chemical
RIML,VB01,I,M,8.0,0.0,chemical
RIML,AVEL,I,I,0.0,10.0,gap
RIML,SIADL,I,M,0.0,1.0,gap
RIMR,RIS,I,I,2.0,0.0,chemical
RIMR,ADAR,I,I,9.0,0.0,chemical
RIMR,RIBR,I,I,4.0,0.0,chemical
RIMR,AIBL,I,I,15.0,0.0,chemical
RIMR,SAAVL,I,I,11.0,0.0,chemical
RIMR,SAAVR,I,I,8.0,0.0,chemical
RIMR,AVKL,I,I,1.0,0.0,chemical
RIMR,AVJL,I,I,4.0,0.0,chemical
RIMR,RIML,I,I,4.0,0.0,chemical
RIMR,RMFL,I,I,1.0,0.0,chemical
RIMR,RMFR,I,I,7.0,0.0,chemical
RIMR,AVBL,I,I,9.0,0.0,chemical
RIMR,AVBR,I,I,12.0,0.0,chemical
RIMR,AVAL,I,I,9.0,11.0,both
RIMR,RMDL,I,M,15.0,0.0,chemical
RIMR,RMDR,I,M,12.0,0.0,chemical
RIMR,SMDDL,I,M,9.0,0.0,chemical
RIMR,SMDDR,I,M,14.0,0.0,chemical
RIMR,SMDVL,I,M,2.0,0.0,chemical
RIMR,SMDVR,I,M,3.0,0.0,chemical
RIMR,VB01,I,M,2.0,0.0,chemical
RIMR,AVEL,I,I,0.0,7.0,gap
RIMR,AVER,I,I,0.0,11.0,gap
RIMR,AVAR,I,I,0.0,2.0,gap
RIMR,SIADR,I,M,0.0,1.0,gap
AVEL,ALML,I,S,1.0,0.0,chemical
AVEL,RMGL,I,I,2.0,0.0,chemical
AVEL,PVT,I,I,1.0,0.0,chemical
AVEL,AVDL,I,I,5.0,0.0,chemical
AVEL,AVAL,I,I,17.0,2.0,both
AVEL,AVAR,I,I,3.0,0.0,chemical
AVEL,PVCL,I,I,1.0,0.0,chemical
AVEL,PVCR,I,I,2.0,0.0,chemical
AVEL,SABD,I,M,18.0,0.0,chemical
AVEL,SABVL,I,M,16.0,0.0,chemical
AVEL,SABVR,I,M,12.0,0.0,chemical
AVEL,DA01,I,M,11.0,0.0,chemical
AVEL,DA02,I,M,5.0,0.0,chemical
AVEL,DA03,I,M,6.0,0.0,chemical
AVEL,DA04,I,M,1.0,0.0,chemical
AVEL,DB03,I,M,1.0,0.0,chemical
AVEL,DB04,I,M,1.0,0.0,chemical
AVEL,AS01,I,M,3.0,2.0,both
AVEL,AS03,I,M,2.0,0.0,chemical
AVEL,VA01,I,M,12.0,0.0,chemical
AVEL,VA03,I,M,1.0,0.0,chemical
AVEL,VA04,I,M,1.0,0.0,chemical
AVEL,VD02,I,M,1.0,0.0,chemical
AVEL,VD03,I,M,1.0,0.0,chemical
AVEL,AVER,I,I,0.0,5.0,gap
AVEL,RMEV,I,M,0.0,1.0,gap
AVEL,RMDVR,I,M,0.0,2.0,gap
AVEL,SMDVR,I,M,0.0,1.0,gap
AVER,URXR,I,S,1.0,0.0,chemical
AVER,CEPDL,I,S,1.0,0.0,chemical
AVER,OLLL,I,S,1.0,0.0,chemical
AVER,AIZR,I,I,1.0,0.0,chemical
AVER,RMGR,I,I,1.0,0.0,chemical
AVER,AVDL,I,I,4.0,0.0,chemical
AVER,AVDR,I,I,4.0,0.0,chemical
AVER,RIMR,I,I,1.0,0.0,chemical
AVER,AVEL,I,I,3.0,0.0,chemical
AVER,AVAL,I,I,14.0,0.0,chemical
AVER,AVAR,I,I,33.0,2.0,both
AVER,SABD,I,M,1.0,0.0,chemical
AVER,SABVL,I,M,12.0,0.0,chemical
AVER,SABVR,I,M,11.0,0.0,chemical
AVER,DA01,I,M,11.0,1.0,both
AVER,DA02,I,M,7.0,0.0,chemical
AVER,DA03,I,M,3.0,0.0,chemical
AVER,DB03,I,M,1.0,0.0,chemical
AVER,AS01,I,M,6.0,1.0,both
AVER,AS02,I,M,4.0,0.0,chemical
AVER,AS03,I,M,1.0,0.0,chemical
AVER,VA01,I,M,5.0,0.0,chemical
AVER,VA02,I,M,4.0,0.0,chemical
AVER,VA03,I,M,1.0,0.0,chemical
AVER,VA04,I,M,2.0,0.0,chemical
AVER,RMEV,I,M,0.0,1.0,gap
AVER,RMDDL,I,M,0.0,2.0,gap
AVER,RMDR,I,M,0.0,5.0,gap
AVER,RMDVL,I,M,0.0,1.0,gap
AVER,RMDVR,I,M,0.0,7.0,gap
AVER,SMDDR,I,M,0.0,1.0,gap
RMFL,BAGL,I,S,1.0,0.0,chemical
RMFL,RIS,I,I,1.0,0.0,chemical
RMFL,RIBR,I,I,1.0,0.0,chemical
RMFL,SAAVR,I,I,1.0,0.0,chemical
RMFL,AVKL,I,I,9.0,0.0,chemical
RMFL,AVKR,I,I,14.0,0.0,chemical
RMFL,DVC,I,I,1.0,0.0,chemical
RMFL,PVT,I,I,3.0,0.0,chemical
RMFL,RIMR,I,I,2.0,0.0,chemical
RMFL,RMDR,I,M,13.0,0.0,chemical
RMFL,RMHL,I,M,2.0,0.0,chemical
RMFL,SMDVL,I,M,1.0,0.0,chemical
RMFR,RIH,I,I,1.0,0.0,chemical
RMFR,AVKL,I,I,7.0,0.0,chemical
RMFR,AVKR,I,I,9.0,0.0,chemical
RMFR,DVC,I,I,2.0,0.0,chemical
RMFR,RMDL,I,M,6.0,0.0,chemical
RMFR,RMDR,I,M,1.0,0.0,chemical
RID,FLPL,I,S,1.0,0.0,chemical
RID,RMED,I,M,5.0,0.0,chemical
RID,DA02,I,M,1.0,0.0,chemical
RID,DA06,I,M,2.0,0.0,chemical
RID,DB01,I,M,1.0,2.0,both
RID,AS11,I,M,1.0,1.0,both
RID,DD01,I,M,3.0,0.0,chemical
RID,DD02,I,M,2.0,0.0,chemical
RID,DD03,I,M,2.0,0.0,chemical
RID,VD05,I,M,1.0,0.0,chemical
RID,VD13,I,M,2.0,0.0,chemical
RID,RID,I,I,0.0,5.0,gap
RID,AVBL,I,I,0.0,2.0,gap
RID,AVBR,I,I,0.0,7.0,gap
RID,DA09,I,M,0.0,1.0,gap
RID,DB03,I,M,0.0,1.0,gap
RID,PDB,I,M,0.0,2.0,gap
AVBL,SDQL,I,S,1.0,0.0,chemical
AVBL,DVA,I,S,2.0,0.0,chemical
AVBL,PVPR,I,I,3.0,0.0,chemical
AVBL,PVNR,I,I,3.0,0.0,chemical
AVBL,AVJR,I,I,1.0,0.0,chemical
AVBL,AVDR,I,I,3.0,0.0,chemical
AVBL,AVL,I,I,1.0,0.0,chemical
AVBL,AVEL,I,I,1.0,0.0,chemical
AVBL,AVER,I,I,1.0,0.0,chemical
AVBL,AVBR,I,I,6.0,18.0,both
AVBL,AVAL,I,I,9.0,0.0,chemical
AVBL,AVAR,I,I,14.0,3.0,both
AVBL,PVCR,I,I,2.0,0.0,chemical
AVBL,DA05,I,M,1.0,0.0,chemical
AVBL,DA07,I,M,1.0,0.0,chemical
AVBL,AS04,I,M,1.0,0.0,chemical
AVBL,AS05,I,M,2.0,0.0,chemical
AVBL,AS10,I,M,2.0,0.0,chemical
AVBL,VA02,I,M,3.0,0.0,chemical
AVBL,VA10,I,M,1.0,0.0,chemical
AVBL,VA11,I,M,1.0,0.0,chemical
AVBL,VB02,I,M,3.0,14.0,both
AVBL,SIBVL,I,M,0.0,2.0,gap
AVBL,DB03,I,M,0.0,9.0,gap
AVBL,DB04,I,M,0.0,4.0,gap
AVBL,DB05,I,M,0.0,3.0,gap
AVBL,DB06,I,M,0.0,4.0,gap
AVBL,DB07,I,M,0.0,13.0,gap
AVBL,AS06,I,M,0.0,1.0,gap
AVBL,VB01,I,M,0.0,1.0,gap
AVBL,VB04,I,M,0.0,3.0,gap
AVBL,VB05,I,M,0.0,3.0,gap
AVBL,VB06,I,M,0.0,3.0,gap
AVBL,VB07,I,M,0.0,4.0,gap
AVBL,VB08,I,M,0.0,4.0,gap
AVBL,VB09,I,M,0.0,4.0,gap
AVBL,VB10,I,M,0.0,4.0,gap
AVBL,VB11,I,M,0.0,5.0,gap
AVBR,AIBR,I,I,1.0,0.0,chemical
AVBR,AVJL,I,I,2.0,0.0,chemical
AVBR,AVDL,I,I,4.0,0.0,chemical
AVBR,AVER,I,I,2.0,0.0,chemical
AVBR,AVBL,I,I,2.0,0.0,chemical
AVBR,AVAL,I,I,10.0,0.0,chemical
AVBR,AVAR,I,I,14.0,0.0,chemical
AVBR,DA03,I,M,3.0,0.0,chemical
AVBR,DA07,I,M,1.0,0.0,chemical
AVBR,AS01,I,M,2.0,0.0,chemical
AVBR,AS03,I,M,3.0,0.0,chemical
AVBR,AS04,I,M,1.0,0.0,chemical
AVBR,AS05,I,M,2.0,2.0,both
AVBR,AS10,I,M,1.0,0.0,chemical
AVBR,VA04,I,M,2.0,0.0,chemical
AVBR,VA07,I,M,1.0,0.0,chemical
AVBR,VD03,I,M,2.0,0.0,chemical
AVBR,SIBVL,I,M,0.0,4.0,gap
AVBR,SIBVR,I,M,0.0,1.0,gap
AVBR,DB01,I,M,0.0,15.0,gap
AVBR,DB02,I,M,0.0,3.0,gap
AVBR,DB03,I,M,0.0,2.0,gap
AVBR,DB04,I,M,0.0,5.0,gap
AVBR,DB05,I,M,0.0,4.0,gap
AVBR,DB06,I,M,0.0,4.0,gap
AVBR,DB07,I,M,0.0,3.0,gap
AVBR,AS06,I,M,0.0,1.0,gap
AVBR,VB02,I,M,0.0,6.0,gap
AVBR,VB03,I,M,0.0,7.0,gap
AVBR,VB04,I,M,0.0,5.0,gap
AVBR,VB05,I,M,0.0,3.0,gap
AVBR,VB06,I,M,0.0,4.0,gap
AVBR,VB07,I,M,0.0,3.0,gap
AVBR,VB08,I,M,0.0,4.0,gap
AVBR,VB09,I,M,0.0,4.0,gap
AVBR,VB11,I,M,0.0,6.0,gap
AVAL,LUAL,I,I,6.0,0.0,chemical
AVAL,LUAR,I,I,2.0,0.0,chemical
AVAL,PVNL,I,I,1.0,0.0,chemical
AVAL,AVDL,I,I,3.0,0.0,chemical
AVAL,AVDR,I,I,2.0,0.0,chemical
AVAL,RIAL,I,I,3.0,0.0,chemical
AVAL,AVEL,I,I,1.0,0.0,chemical
